id,name,address,latitude,longitude,type,type_number,telephone,theme,has_parkinglot,parkinglot_count,homepage,description
80,"Nature Story Co., Ltd.","1-2 Mangun-ro, Namhae-eup, Namhae-gun, Gyeongsangnam-do",34.8379872,127.8937679,Tourist Attraction,,0507-1379-0555,,Y,,https://yesnamhae.modoo.at/,
81,Namhae Bridge Cruise Ship,"4 Noryang-ro 183beon-gil, Seolcheon-myeon, Namhae-gun, Gyeongsangnam-do",34.9409259,127.8736891,Tourist Attraction,,055-862-9842,"Spring, Summer, Autumn, Winter, Private/rental, Bus, kids, Lover, Female friendship, Male friendship, Filial piety, Alone, Group",Y,,https://www.namhaecruise.co.kr/,
82,Wind Traces Museum,"519-4 Geumam-ro, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.7622625,128.0124427,Tourist Attraction,,,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Male friendship Alone",Y,20,,"It is operated as a flat art museum and a forest experience art museum, and you can use donation cafes, art shops, and individual and group art experiences."
83,Namhae Kayak Experience Center,"27 Nammyeon-ro 1229beon-gil, Nam-myeon, Namhae-gun, Gyeongsangnam-do",34.7418135,127.8563444,Tourist Attraction,,055-862-1588,"Spring, Summer, Autumn, Winter, Private/rental, Bus, Friend, kids, Lover, Female friendship, Male friendship Group",Y,110,https://blog.naver.com/leeti2,
84,Haeoreum Art Village,"995 Dongbu-daero, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.788054,128.0492494,Tourist Attraction,,055-867-0706,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Alone",Y,,http://www.xn--q20b11o6nhj7d7d155bjyoa.com/,"It is decorated with an exhibition hall containing old memories, a gallery where theme exhibitions in various fields are held, a work space for artists, a traditional cultural experience workshop, and a family outing."
85,Namhae Wolpo Anggang Bay Marine Leisure Experience Village,"149 Seokgyo-ri, Nam-myeon, Namhae-gun, Gyeongsangnam-do",34.7617474,127.9039045,Tourist Attraction,,055-862-2622,"Spring, Summer, Autumn, Private/rental, Bus, Friend, kids, Lover, Female friendship, Male friendship Group",Y,,https://blog.naver.com/nhleisure,
86,Doomo Leisure Sports Sea Kayak,"18 Yanga-ro 533beon-gil, Sangju-myeon, Namhae-gun, Gyeongsangnam-do",34.7338486,127.9553266,Tourist Attraction,,,"Spring, Summer, Autumn, Winter, Private/rental, Bus, Friend, kids, Lover, Female friendship, Male friendship, Filial piety, Group",Y,,http://du-mo.co.kr/,
87,Mijo Marine Leisure Experience Village,"146 Namhae-daero, Mijo-myeon, Namhae-gun, Gyeongsangnam-do",34.7244404,128.0337943,Tourist Attraction,,055-867-8130,"Spring, Summer, Autumn, Private/rental, Bus, Friend, kids, Lover, Female friendship, Male friendship Group",Y,60,http://www.mijotown.anyfree.co.kr/,
88,Poseidon Marine Leisure,"3 Dongbu-daero 942beon-gil, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.7843218,128.0492581,Tourist Attraction,,0507-1343-8066,"Spring, Summer, Autumn, Private/rental, Bus, Friend, kids, Lover, Female friendship, Male friendship Group",Y,60,http://xn--q20b82d3wqo6f7xqgfc.com/,
89,Namhaegun Yacht School,"42-26 Dongbu-daero 1030beon-gil, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.7937409,128.0527825,Tourist Attraction,,055-867-2977,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Lover, Female friendship, Male friendship Group",Y,,https://www.namhae.go.kr/tour/00007/00024/00205.web,Yacht school is based on the natural environment.It is a professional yacht education institution certified by the T Association.
90,Angkangda Forest Area,"25 Seongnam-ro 78beon-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7809063,127.9537825,Tourist Attraction,,055-863-0964,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Male friendship, Filial piety, Alone, Group",Y,45,http://www.agds.co.kr/,"The beautiful Angangda Forest area with natural conditions is a place where temples and other clean natural environments, the vast sea of Angang Bay, and forests are well harmonized. There are playgrounds, foot volleyball courts, children's playgrounds, pools, and forest trails that can be enjoyed by groups, so it is also a place where you can put aside your complicated city life for a while and breathe fresh air to soothe your tired mind and body."
91,Horticultural Art Village,"39 Yesul-gil, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.8037716,128.0361436,Tourist Attraction,,055-867-4702,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Male friendship, Filial piety, Alone, Group",Y,,http://housengarden.net/,"Located next to the German village, the horticultural art village is a theme tourist destination based on flowers and trees, and 21 beautiful and unique houses and gardens are built with images and themes of each country."
92,Namhae Exile Literature Museum,"2745 Namhae-daero, Namhae-eup, Namhae-gun, Gyeongsangnam-do",34.8323041,127.8999851,Tourist Attraction,,055-860-8888,"Spring, Summer, Autumn, Winter, Private/rental, Bus, Friend, kids, Female friendship, Male friendship Alone, Group",Y,,,"It is the first and largest exile literature museum in Korea, and is a space for comprehensive information on exile and exile literature. It is organized so that visitors can feel interested through systematic understanding of exile literature, various hands-on exhibitions, and learning programs through thematic exhibition halls."
93,Namhae International Masking Performing Arts Village,"2412 Namhae-daero, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.8176564,127.927582,Tourist Attraction,,055-864-7625,"Spring, Summer, Autumn, Winter, Private/rental, Bus, Friend, Female friendship, Male friendship Group",Y,,,"Materials related to performances published at home and abroad and masks from around the world are displayed, and performances and videos are frequently screened on weekends."
94,Butterfly Ecological Park,"562-23 Geumam-ro, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.7579443,128.0125513,Tourist Attraction,,055-860-3282,"Spring, Summer, Autumn, Winter, kids, Group",Y,,http://tour.namhae.go.kr/00002875/00003142/00003143.web,It is an ecological park with various spaces under the theme of butterflies so that butterflies and insects can be more familiar and easily encountered.
95,Namhae Sheep Farm Sheep Mori School,"256-17 Seolcheon-ro 775beon-gil, Seolcheon-myeon, Namhae-gun, Gyeongsangnam-do",34.932691,127.8977289,Tourist Attraction,,055-862-8933,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover",Y,,https://blog.naver.com/lakdhf68,"If you want to be a happy shepherd, you'd better go to a simple sheep school. Yangmori School at the foot of Seolcheon Gususan Mountain, which was first established in the southern sea of Treasure Island, opened in April 2013 on a total of 33,000 square meters of land. Yangmori School, located at 256-17 Seolcheon-ro 775beon-gil, Seolcheon-myeon, is a simple experience farm run by Ma Tae-yong, who is interested in ""animal welfare."" Ma Tae-yong naturally fell in love with sheep while training a sheep dog that he saw by chance. He is a shepherd who has learned sheep farming in England, and he is building a ranch based on this philosophy, saying that he hopes to create a ranch unique to the ranch and a ranch where animals can stay comfortably."
96,Admiral Yi Sun-Sin Park,"107 Chamyeon-ri, Gohyeon-myeon, Namhae-gun, Gyeongsangnam-do",34.9126107,127.8574483,Tourist Attraction,,055-860-3786,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Female friendship, Male friendship Group",Y,,,"Yi Sun-shin Sun-guk Park is the first place where Admiral Yi Sun-shin died on land after being killed by a Japanese gun in the Battle of Noryang, and is the site of history and sacred place where Admiral Yi Sun-si died."
97,American Village,"Migungmaeul-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7806685,127.9281169,Tourist Attraction,,1588-3415,"Village tour, Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Male friendship, Filial piety, Group",Y,,,"It is building a distinctive tourism infrastructure by building a house that combines high-end guest house-type apartments and rural dwellings, a traditional American architectural style."
98,German Village Padok Exhibition Hall,"89-7 Dogil-ro, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.7999125,128.0383167,Tourist Attraction,,055-867-8897,"Village tour, Spring, Summer, Autumn, Winter, Friend, kids, Lover, Female friendship, Male friendship, Filial piety, Group",Y,,http://xn--q20b22d63gstp7hax35e.com/,"The 100 must-visit tourist destinations selected by the Korea Tourism Organization It is a settlement of Korean-German residents who devoted themselves to economic development in the 60s and 70s, creating an exotic landscape."
99,Sports Park,"74 Sports park-gil, Seo-myeon, Namhae-gun, Gyeongsangnam-do",34.8054935,127.8337739,Tourist Attraction,,055-860-8661,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Male friendship, Filial piety, Alone, Group",Y,,,"With the hosting of the 2002 World Cup, the soccer fever in the South Sea increased. The Namhae Lawn Stadium, which was built to meet the needs of many people, is loved by off-season trainees from all over the country because it can be used regardless of season. There is a trail, so it is perfect for a walk."
100,Sangju Eunsand Beach Cruise Ship,"75-1 Namhae-daero 675beon-gil, Sangju-myeon, Namhae-gun, Gyeongsangnam-do",34.7175483,127.9919431,Tourist Attraction,,,,Y,,,
101,Unreported Cruise Ship,"230-8 Mijo-ro, Mijo-myeon, Namhae-gun, Gyeongsangnam-do",34.7108589,128.0482975,Tourist Attraction,,055-867-6613,,Y,,,
102,Wild Flower Enzyme Village,"63-19 Sami-ro, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.8265846,127.9956823,Tourist Attraction,,055-867-8826,,Y,,http://xn--js0bt0imtegujgnhm1y.com/,
103,Jijok Seashore Village,"103 Jukbang-ro, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.8328137,127.9916258,Tourist Attraction,,,"Spring, Summer, Autumn, Private/rental, kids, Group",Y,,http://jijok.invil.org/index.html,"Located near the location of Myeon in the center of Samdong-myeon, Namhae-gun, Jijokgat Village is in contact with Changseon-myeon through the Jijok Strait, and Changseongyo Bridge is connected. In the Jijok Strait, there is Jukbangryum of the Namhae Jijok Strait, which had been descending since ancient times, and in August 2010, it was designated as Myeongseung 71 (Cultural Heritage Administration)."
104,Beopheungsa Temple,"45-1 Mangun-ro 10beon-gil, Namhae-eup, Namhae-gun, Gyeongsangnam-do",34.8421872,127.89268,Tourist Attraction,Traditional Temple No. 104,055-864-3243,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Male friendship, Filial piety, Alone",Y,,,
105,Hangdo Fishing Experience Village,"32-8 Dongbu-daero 310beon-gil, Mijo-myeon, Namhae-gun, Gyeongsangnam-do",34.7413931,128.0475398,Tourist Attraction,,055-867-4348,"Spring, Summer, Autumn, Private/rental, Friend, kids, Lover, Female friendship, Male friendship Alone, Group",Y,,http://www.xn--hq1b37iutl0qb27lcpae38buya.kr/,
106,Munhang Fishing Experience Village,"159-9 Gangjin-ro, Seolcheon-myeon, Namhae-gun, Gyeongsangnam-do",34.9093609,127.9220409,Tourist Attraction,,055-863-4787,"Spring, Summer, Autumn, Private/rental, kids, Group",Y,,http://www.xn--hz2b9zc4u0rb27lcpaf38btya.kr/,
107,Jeokryang Haevichi Village,"1196-1 Heungseon-ro, Changseon-myeon, Namhae-gun, Gyeongsangnam-do",34.8603939,128.0594089,Tourist Attraction,,055-867-4422,"Spring, Summer, Autumn, Private/rental, kids, Group",Y,,https://blog.naver.com/anjy1221,"Jeoknyang Haevichi Village is a village full of happiness with historical and cultural resources such as Guksabong Peak, Jeokryangseongteo, and Gulhang Port related to the Japanese Invasion of Korea in 1592, and the scenery of flower festivals at the entrance of the village. With the beautiful blue sea in the background, you can enjoy marine sports on a white yacht, and many people visit Jeokryang Beach Village because it is full of experiences such as a light green bracken experience, an old-fashioned fishing experience, and gizzard catch."
108,Eunjeom Fishing Experience Village,"34-9 Dongbu-daero 942beon-gil, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.7863488,128.0523953,Tourist Attraction,,055-867-7119,"Spring, Summer, Autumn, Private/rental, kids, Group",Y,,http://www.xn--hz2b11t67asa13hy1qura767c.kr/,"The representative experience program of Eunjeom Fishing Village is an octopus fishing experience, and you can also enjoy onboard fishing, pedestal fishing, bare-handed fishing, fishing nets, and children's jet skiing experiences."
109,Yupo Fishing Experience Village,"60 Namseo-daero 2381beon-gil, Seo-myeon, Namhae-gun, Gyeongsangnam-do",34.8619622,127.8148051,Tourist Attraction,,,"Spring, Summer, Autumn, Private/rental, kids, Group",Y,,http://www.xn--hz2b11tg5age71zcpa489atwd.kr/,
110,Treasure Island Namhae Hemp Village,"3029 Namseo-daero, Gohyeon-myeon, Namhae-gun, Gyeongsangnam-do",34.8978875,127.8411925,Tourist Attraction,,055-864-8187,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Male friendship Alone",Y,,http://nhjahwal.co.kr/business/sub02.htmlnum=2,
111,Dumodme Gae Experience Village,"18 Yanga-ro 533beon-gil, Sangju-myeon, Namhae-gun, Gyeongsangnam-do",34.7338486,127.9553266,Tourist Attraction,,,"Spring, Summer, Autumn, Private/rental, kids, Group",Y,,https://cafe.naver.com/dumocamping#,"Dumo Village is a very clean village where first-class water flows from the river flowing in the middle, and sweetfish, blue crabs, and freshwater eels inhabit. It was selected as a green rural experience village in 2005 and offers a variety of experiences and attractions, especially Geumsan, where King Taejo Lee Seong-gye prayed for 100 days before ascending the throne in the late Goryeo Dynasty, is located behind the village, and the history of Seopo Kim Man-joong is alive in the road in front of the village."
112,Deokwol Ifun Village,"1176-19 Namseo-daero, Nam-myeon, Namhae-gun, Gyeongsangnam-do",34.7824922,127.8589946,Tourist Attraction,,055-862-8248,"Spring, Summer, Autumn, Private/rental, kids, Group",Y,,http://www.ifunnamhae.co.kr/,
113,Wangji Lighthouse Village,"53 Seolcheon-ro 864beon-gil, Seolcheon-myeon, Namhae-gun, Gyeongsangnam-do",34.9392226,127.9037199,Tourist Attraction,,055-860-3935,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Male friendship, Alone, Group",Y,70,http://wangji.co.kr/,
114,Changseondaegyo Town,"48 Dongbu-daero 2964beon-gil, Changseon-myeon, Namhae-gun, Gyeongsangnam-do",34.9177746,128.0313999,Tourist Attraction,,055-867-5238,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Male friendship Alone, Group",Y,,,
115,Jijok Fishing Experience Village,"24 Jukbang-ro, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",34.8325706,127.999432,Tourist Attraction,,055-867-8249,"Spring, Summer, Autumn, Private/rental, kids, Group",Y,90,http://jijok.invil.org/index.html,
116,Sinheung Haebari Village,"257 Seobu-ro, Changseon-myeon, Namhae-gun, Gyeongsangnam-do",34.8438007,127.9757039,Tourist Attraction,,,"Spring, Summer, Autumn, Private/rental, kids, Group",Y,,http://haebari.go2vil.org/,"Haebari Village is a village with a dragon-shaped back mountain floor flowing at the foot of Daebangsan Mountain at 468m above sea level, a turtle-shaped front mountain, and Gangjin Bay, a natural clean area, surrounded by the sea. In particular, it is the place where  citron, a representative  specialty of  Namhae-gun, was produced,  expanded, and distributed for the first time. A representative experience is the ""Hwabari Experience"" of catching octopus with torches in the middle of the night, and various experience programs are operated seasonally using existing local resources such as local mudflats, seas, and citron farms."
117,Songjeong Hansol Experience Village,"30 Misong-ro 486beon-gil, Mijo-myeon, Namhae-gun, Gyeongsangnam-do",34.7256325,128.025136,Tourist Attraction,,055-867-1346,"Spring, Summer, Autumn, Private/rental, Friend, kids, Female friendship, Male friendship Group",Y,,https://blog.naver.com/xogns847,
118,Gacheon Daraengi Village,"21 Nammyeon-ro 679beon-gil, Nam-myeon, Namhae-gun, Gyeongsangnam-do",34.7275092,127.8940077,Tourist Attraction,,055-863-3893,"Village tour, Spring, Summer, Autumn, Private/rental, kids, Group",Y,,https://darangyi.modoo.at/,"Gacheon Daraengi Village, the southernmost coastal tourist road in Nam-myeon, spotlighted as a ""third must-visit place in Korea"" by CNN, is a village with a narrow and long crabbed Darangnon (Myeongseung No. 15) facing the blue sea, and has another pride, Amsu Rock."
